district,bedrooms,bathrooms,price_vnd,area_m2,posting_year,posting_month,posting_quarter,month_sin,month_cos,days_since_posted,half_year,price_per_m2
Hà Đông,0,0,3.8,30.0,2024,1,1,0.49999999999999994,0.8660254037844387,703,0,126666666.66666667
Gia Lâm,0,0,2.3,41.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,879,1,56097560.97560976
Thanh Xuân,0,0,7.9,88.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,515,1,89772727.27272727
Chương Mỹ,0,0,2.3,33.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,164,1,69696969.6969697
Gia Lâm,0,0,2.5,41.0,2024,12,4,-2.4492935982947064e-16,1.0,377,1,60975609.75609756
Thanh Xuân,0,0,8.0,88.0,2023,12,4,-2.4492935982947064e-16,1.0,732,1,90909090.9090909
Chương Mỹ,0,0,2.5,33.0,2025,10,4,-0.8660254037844386,0.5000000000000001,65,1,75757575.75757575
Cầu Giấy,0,0,8.0,97.0,2025,10,4,-0.8660254037844386,0.5000000000000001,85,1,82474226.80412371
Đống Đa,0,0,6.7,35.0,2023,9,3,-1.0,-1.8369701987210297e-16,835,1,191428571.42857143
Long Biên,0,0,7.0,36.0,2023,3,1,1.0,6.123233995736766e-17,1026,0,194444444.44444445
Thanh Xuân,0,0,10.9,123.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,167,1,88617886.17886178
Nam Từ Liêm,0,0,18.4,115.0,2025,11,4,-0.5000000000000004,0.8660254037844384,39,1,160000000.0
Cầu Giấy,0,0,22.9,66.0,2025,9,3,-1.0,-1.8369701987210297e-16,105,1,346969696.969697
Cầu Giấy,0,0,13.4,154.0,2024,11,4,-0.5000000000000004,0.8660254037844384,425,1,87012987.01298702
Hà Đông,0,0,38.3,230.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,488,1,166521739.13043478
Thanh Oai,0,0,5.6,71.0,2023,2,1,0.8660254037844386,0.5000000000000001,1045,0,78873239.43661971
Hà Đông,0,0,38.9,200.0,2023,10,4,-0.8660254037844386,0.5000000000000001,802,1,194500000.0
Hà Đông,0,0,34.3,200.0,2024,11,4,-0.5000000000000004,0.8660254037844384,404,1,171499999.99999997
Hà Đông,0,0,5.8,102.0,2025,4,2,0.8660254037844387,-0.4999999999999998,265,0,56862745.09803922
Thanh Xuân,0,0,11.8,50.0,2023,11,4,-0.5000000000000004,0.8660254037844384,776,1,236000000.0
Cầu Giấy,0,0,1.5,35.0,2025,4,2,0.8660254037844387,-0.4999999999999998,255,0,42857142.85714286
Thanh Xuân,0,0,59.0,155.0,2025,12,4,-2.4492935982947064e-16,1.0,22,1,380645161.2903226
Gia Lâm,0,0,2.6,41.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,520,1,63414634.146341465
Gia Lâm,0,0,4.6,75.0,2023,12,4,-2.4492935982947064e-16,1.0,738,1,61333333.333333336
Thanh Trì,0,0,7.2,68.0,2024,5,2,0.49999999999999994,-0.8660254037844387,584,0,105882352.94117647
Hoài Đức,0,0,4.2,45.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,137,1,93333333.33333333
Thanh Xuân,0,0,35.1,55.0,2025,9,3,-1.0,-1.8369701987210297e-16,112,1,638181818.1818181
Tây Hồ,0,0,0.13,92.0,2023,9,3,-1.0,-1.8369701987210297e-16,840,1,1413043.4782608696
Hà Đông,0,0,25.8,76.0,2025,9,3,-1.0,-1.8369701987210297e-16,120,1,339473684.2105263
Thanh Xuân,0,0,17.4,45.0,2025,9,3,-1.0,-1.8369701987210297e-16,106,1,386666666.6666667
Long Biên,0,0,5.7,92.0,2023,12,4,-2.4492935982947064e-16,1.0,739,1,61956521.73913044
Nam Từ Liêm,0,0,33.7,252.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,506,1,133730158.73015875
Long Biên,0,0,5.3,92.0,2023,3,1,1.0,6.123233995736766e-17,1014,0,57608695.652173914
Nam Từ Liêm,0,0,40.0,252.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,137,1,158730158.73015872
Cầu Giấy,0,0,24.7,100.0,2023,9,3,-1.0,-1.8369701987210297e-16,844,1,247000000.0
Quốc Oai,0,0,3.1,46.0,2024,5,2,0.49999999999999994,-0.8660254037844387,602,0,67391304.3478261
Nam Từ Liêm,0,0,9.2,105.0,2024,3,1,1.0,6.123233995736766e-17,652,0,87619047.61904761
Hoàng Mai,0,0,7.0,43.0,2025,10,4,-0.8660254037844386,0.5000000000000001,82,1,162790697.6744186
Hà Đông,0,0,3.6,35.0,2025,5,2,0.49999999999999994,-0.8660254037844387,241,0,102857142.85714285
Đông Anh,0,0,4.8,51.0,2025,12,4,-2.4492935982947064e-16,1.0,24,1,94117647.05882353
Gia Lâm,0,0,14.9,120.0,2023,4,2,0.8660254037844387,-0.4999999999999998,999,0,124166666.66666667
Đống Đa,0,0,10.5,49.0,2024,5,2,0.49999999999999994,-0.8660254037844387,589,0,214285714.2857143
Thanh Trì,0,0,3.0,70.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,887,1,42857142.85714286
Đống Đa,0,0,52.5,104.0,2025,5,2,0.49999999999999994,-0.8660254037844387,235,0,504807692.3076923
Cầu Giấy,0,0,7.7,38.0,2023,11,4,-0.5000000000000004,0.8660254037844384,785,1,202631578.9473684
Cầu Giấy,0,0,8.6,38.0,2025,3,1,1.0,6.123233995736766e-17,294,0,226315789.47368422
Cầu Giấy,0,0,26.9,67.0,2025,9,3,-1.0,-1.8369701987210297e-16,113,1,401492537.3134328
Hoàng Mai,0,0,7.1,50.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,503,1,142000000.0
Thanh Trì,0,0,3.8,62.0,2025,5,2,0.49999999999999994,-0.8660254037844387,226,0,61290322.58064516
Cầu Giấy,0,0,8.5,62.0,2024,9,3,-1.0,-1.8369701987210297e-16,458,1,137096774.19354838
Long Biên,0,0,4.9,78.0,2024,9,3,-1.0,-1.8369701987210297e-16,467,1,62820512.820512824
Thanh Trì,0,0,4.4,106.0,2023,6,2,1.2246467991473532e-16,-1.0,932,0,41509433.96226415
Long Biên,0,0,4.4,77.0,2023,6,2,1.2246467991473532e-16,-1.0,919,0,57142857.14285714
Nam Từ Liêm,0,0,5.3,110.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,488,1,48181818.18181818
Hoàng Mai,0,0,3.4,59.0,2023,11,4,-0.5000000000000004,0.8660254037844384,784,1,57627118.644067794
Thanh Xuân,0,0,16.4,60.0,2023,2,1,0.8660254037844386,0.5000000000000001,1059,0,273333333.3333333
Gia Lâm,0,0,70.1,290.0,2025,3,1,1.0,6.123233995736766e-17,292,0,241724137.93103448
Bắc Từ Liêm,0,0,12.8,95.0,2023,3,1,1.0,6.123233995736766e-17,1036,0,134736842.10526314
Gia Lâm,0,0,0.2,320.0,2024,10,4,-0.8660254037844386,0.5000000000000001,430,1,625000.0
Cầu Giấy,0,0,9.0,95.0,2024,9,3,-1.0,-1.8369701987210297e-16,479,1,94736842.10526316
Đông Anh,0,0,4.7,44.0,2025,11,4,-0.5000000000000004,0.8660254037844384,39,1,106818181.81818181
Cầu Giấy,0,0,18.6,60.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,535,1,310000000.0
Hà Đông,0,0,4.6,73.0,2024,9,3,-1.0,-1.8369701987210297e-16,468,1,63013698.63013699
Hà Đông,0,0,4.7,73.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,153,1,64383561.64383562
Cầu Giấy,0,0,15.9,55.0,2025,12,4,-2.4492935982947064e-16,1.0,18,1,289090909.09090906
Bắc Từ Liêm,0,0,11.5,60.0,2025,10,4,-0.8660254037844386,0.5000000000000001,90,1,191666666.66666666
Thanh Xuân,0,0,33.6,75.0,2024,4,2,0.8660254037844387,-0.4999999999999998,625,0,448000000.0
Thanh Xuân,0,0,3.4,76.0,2023,3,1,1.0,6.123233995736766e-17,1023,0,44736842.10526316
Long Biên,0,0,5.4,45.0,2024,1,1,0.49999999999999994,0.8660254037844387,719,0,120000000.0
Cầu Giấy,0,0,35.7,72.0,2023,11,4,-0.5000000000000004,0.8660254037844384,787,1,495833333.3333333
Bắc Từ Liêm,0,0,5.0,82.0,2025,1,1,0.49999999999999994,0.8660254037844387,357,0,60975609.75609756
Cầu Giấy,0,0,0.255,222.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,183,1,1148648.6486486488
Cầu Giấy,0,0,0.305,262.0,2023,4,2,0.8660254037844387,-0.4999999999999998,1003,0,1164122.1374045801
Cầu Giấy,0,0,0.296,65.0,2023,4,2,0.8660254037844387,-0.4999999999999998,984,0,4553846.153846154
Cầu Giấy,0,0,9.7,61.0,2025,10,4,-0.8660254037844386,0.5000000000000001,66,1,159016393.44262296
Long Biên,0,0,25.3,96.0,2025,5,2,0.49999999999999994,-0.8660254037844387,236,0,263541666.66666666
Cầu Giấy,0,0,0.305,262.0,2024,12,4,-2.4492935982947064e-16,1.0,382,1,1164122.1374045801
Cầu Giấy,0,0,0.296,65.0,2024,12,4,-2.4492935982947064e-16,1.0,389,1,4553846.153846154
Cầu Giấy,0,0,9.9,61.0,2025,11,4,-0.5000000000000004,0.8660254037844384,39,1,162295081.96721312
Long Biên,0,0,25.4,96.0,2025,3,1,1.0,6.123233995736766e-17,305,0,264583333.33333334
Hà Đông,0,0,13.2,58.0,2025,10,4,-0.8660254037844386,0.5000000000000001,74,1,227586206.89655173
Sơn Tây,0,0,2.2,171.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,501,1,12865497.076023392
Cầu Giấy,0,0,7.5,64.0,2023,6,2,1.2246467991473532e-16,-1.0,929,0,117187500.0
Bắc Từ Liêm,0,0,6.0,95.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,490,1,63157894.7368421
Sơn Tây,0,0,1.2,60.0,2023,6,2,1.2246467991473532e-16,-1.0,918,0,20000000.0
Bắc Từ Liêm,0,0,8.4,40.0,2024,10,4,-0.8660254037844386,0.5000000000000001,432,1,210000000.0
Bắc Từ Liêm,0,0,57.6,236.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,536,1,244067796.6101695
Thanh Xuân,0,0,5.6,32.0,2024,11,4,-0.5000000000000004,0.8660254037844384,408,1,175000000.0
Nam Từ Liêm,0,0,4.3,77.0,2023,1,1,0.49999999999999994,0.8660254037844387,1078,0,55844155.84415584
Ba Đình,0,0,10.3,146.0,2023,9,3,-1.0,-1.8369701987210297e-16,848,1,70547945.20547946
Bắc Từ Liêm,0,0,11.7,68.0,2025,11,4,-0.5000000000000004,0.8660254037844384,53,1,172058823.52941176
Cầu Giấy,0,0,6.4,27.0,2024,5,2,0.49999999999999994,-0.8660254037844387,602,0,237037037.03703704
Bắc Từ Liêm,0,0,7.6,45.0,2024,4,2,0.8660254037844387,-0.4999999999999998,619,0,168888888.8888889
Cầu Giấy,0,0,7.3,36.0,2023,9,3,-1.0,-1.8369701987210297e-16,827,1,202777777.7777778
Đông Anh,0,0,8.7,120.0,2025,11,4,-0.5000000000000004,0.8660254037844384,41,1,72500000.0
Bắc Từ Liêm,0,0,9.2,50.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,913,1,184000000.0
Cầu Giấy,0,0,6.3,28.0,2024,2,1,0.8660254037844386,0.5000000000000001,673,0,225000000.0
Nam Từ Liêm,0,0,4.2,85.0,2023,2,1,0.8660254037844386,0.5000000000000001,1049,0,49411764.705882356
Ba Đình,0,0,40.1,128.0,2023,9,3,-1.0,-1.8369701987210297e-16,824,1,313281250.0
Cầu Giấy,0,0,10.7,55.0,2025,5,2,0.49999999999999994,-0.8660254037844387,220,0,194545454.54545453
Long Biên,0,0,13.5,50.0,2023,9,3,-1.0,-1.8369701987210297e-16,843,1,270000000.0
Hoàng Mai,0,0,31.7,125.0,2023,5,2,0.49999999999999994,-0.8660254037844387,972,0,253600000.0
Cầu Giấy,0,0,7.3,60.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,544,1,121666666.66666667
Sóc Sơn,0,0,4.6,120.0,2023,1,1,0.49999999999999994,0.8660254037844387,1079,0,38333333.333333336
Cầu Giấy,0,0,10.3,51.0,2025,6,2,1.2246467991473532e-16,-1.0,188,0,201960784.3137255
Cầu Giấy,0,0,18.1,68.0,2025,5,2,0.49999999999999994,-0.8660254037844387,230,0,266176470.5882353
Ba Đình,0,0,73.5,130.0,2025,10,4,-0.8660254037844386,0.5000000000000001,82,1,565384615.3846154
Tây Hồ,0,0,2.4,30.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,139,1,80000000.0
Ba Đình,0,0,58.0,130.0,2023,3,1,1.0,6.123233995736766e-17,1007,0,446153846.15384614
Tây Hồ,0,0,2.5,30.0,2025,5,2,0.49999999999999994,-0.8660254037844387,217,0,83333333.33333333
Cầu Giấy,0,0,9.9,65.0,2025,6,2,1.2246467991473532e-16,-1.0,198,0,152307692.30769232
Bắc Từ Liêm,0,0,1.9,55.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,510,1,34545454.54545455
Hà Đông,0,0,25.5,86.0,2023,10,4,-0.8660254037844386,0.5000000000000001,814,1,296511627.90697676
Thanh Xuân,0,0,5.6,50.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,149,1,112000000.0
Hà Đông,0,0,6.6,40.0,2025,3,1,1.0,6.123233995736766e-17,286,0,165000000.0
Cầu Giấy,0,0,7.7,63.0,2025,12,4,-2.4492935982947064e-16,1.0,29,1,122222222.22222222
Hai Bà Trưng,0,0,47.7,71.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,888,1,671830985.915493
Tây Hồ,0,0,27.5,190.0,2023,10,4,-0.8660254037844386,0.5000000000000001,820,1,144736842.10526314
Hà Đông,0,0,21.5,82.0,2025,6,2,1.2246467991473532e-16,-1.0,206,0,262195121.9512195
Tây Hồ,0,0,68.4,160.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,856,1,427500000.00000006
Ba Đình,0,0,0.135,106.0,2023,4,2,0.8660254037844387,-0.4999999999999998,989,0,1273584.9056603773
Hai Bà Trưng,0,0,51.4,123.0,2025,12,4,-2.4492935982947064e-16,1.0,17,1,417886178.86178863
Cầu Giấy,0,0,28.7,68.0,2023,2,1,0.8660254037844386,0.5000000000000001,1051,0,422058823.5294118
Nam Từ Liêm,0,0,9.0,50.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,159,1,180000000.0
Cầu Giấy,0,0,11.4,45.0,2024,2,1,0.8660254037844386,0.5000000000000001,686,0,253333333.33333334
Nam Từ Liêm,0,0,36.1,105.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,152,1,343809523.8095238
Cầu Giấy,0,0,12.5,45.0,2024,9,3,-1.0,-1.8369701987210297e-16,465,1,277777777.7777778
Nam Từ Liêm,0,0,34.5,105.0,2025,9,3,-1.0,-1.8369701987210297e-16,94,1,328571428.5714286
Hà Đông,0,0,5.2,70.0,2025,10,4,-0.8660254037844386,0.5000000000000001,73,1,74285714.28571428
Hà Đông,0,0,19.6,84.0,2023,4,2,0.8660254037844387,-0.4999999999999998,978,0,233333333.33333334
Cầu Giấy,0,0,38.4,40.0,2024,12,4,-2.4492935982947064e-16,1.0,373,1,960000000.0
Hoài Đức,0,0,4.5,67.0,2025,9,3,-1.0,-1.8369701987210297e-16,106,1,67164179.10447761
Ba Đình,0,0,8.8,40.0,2024,6,2,1.2246467991473532e-16,-1.0,561,0,220000000.0
Ba Đình,0,0,43.1,85.0,2024,11,4,-0.5000000000000004,0.8660254037844384,420,1,507058823.5294118
Tây Hồ,0,0,14.5,73.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,854,1,198630136.98630136
Hai Bà Trưng,0,0,6.0,30.0,2025,6,2,1.2246467991473532e-16,-1.0,191,0,200000000.0
Hà Đông,0,0,7.2,40.0,2025,11,4,-0.5000000000000004,0.8660254037844384,40,1,180000000.0
Hoàng Mai,0,0,3.7,68.0,2023,11,4,-0.5000000000000004,0.8660254037844384,784,1,54411764.705882356
Đống Đa,0,0,12.8,40.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,524,1,320000000.0
Cầu Giấy,0,0,11.5,71.0,2023,5,2,0.49999999999999994,-0.8660254037844387,965,0,161971830.98591548
Đống Đa,0,0,11.3,60.0,2024,9,3,-1.0,-1.8369701987210297e-16,461,1,188333333.33333334
Nam Từ Liêm,0,0,6.3,87.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,516,1,72413793.10344827
Hoàng Mai,0,0,5.9,60.0,2024,5,2,0.49999999999999994,-0.8660254037844387,582,0,98333333.33333333
Hoàng Mai,0,0,5.7,60.0,2023,12,4,-2.4492935982947064e-16,1.0,735,1,95000000.0
Tây Hồ,0,0,17.8,55.0,2024,10,4,-0.8660254037844386,0.5000000000000001,438,1,323636363.6363636
Hoàng Mai,0,0,5.7,96.0,2023,1,1,0.49999999999999994,0.8660254037844387,1081,0,59375000.0
Nam Từ Liêm,0,0,20.6,152.0,2025,5,2,0.49999999999999994,-0.8660254037844387,242,0,135526315.78947368
Nam Từ Liêm,0,0,12.3,45.0,2024,2,1,0.8660254037844386,0.5000000000000001,684,0,273333333.3333333
Hoàn Kiếm,0,0,26.4,86.0,2023,3,1,1.0,6.123233995736766e-17,1006,0,306976744.18604654
Cầu Giấy,0,0,16.0,52.0,2025,4,2,0.8660254037844387,-0.4999999999999998,249,0,307692307.6923077
Tây Hồ,0,0,47.6,235.0,2025,11,4,-0.5000000000000004,0.8660254037844384,49,1,202553191.4893617
Tây Hồ,0,0,36.5,86.0,2023,10,4,-0.8660254037844386,0.5000000000000001,808,1,424418604.6511628
Nam Từ Liêm,0,0,6.8,133.0,2023,12,4,-2.4492935982947064e-16,1.0,743,1,51127819.54887218
Ba Đình,0,0,85.4,160.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,859,1,533750000.0
Thạch Thất,0,0,14.8,200.0,2024,10,4,-0.8660254037844386,0.5000000000000001,445,1,74000000.0
Hoàn Kiếm,0,0,78.1,170.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,889,1,459411764.7058824
Hoài Đức,0,0,0.35,66.0,2024,1,1,0.49999999999999994,0.8660254037844387,704,0,5303030.303030303
Ba Đình,0,0,0.339,51.0,2025,1,1,0.49999999999999994,0.8660254037844387,338,0,6647058.823529412
Quốc Oai,0,0,3.7,137.0,2024,9,3,-1.0,-1.8369701987210297e-16,460,1,27007299.270072993
Hoàng Mai,0,0,3.1,65.0,2024,3,1,1.0,6.123233995736766e-17,651,0,47692307.692307696
Đống Đa,0,0,8.5,105.0,2024,5,2,0.49999999999999994,-0.8660254037844387,607,0,80952380.95238096
Ba Đình,0,0,0.339,51.0,2024,9,3,-1.0,-1.8369701987210297e-16,458,1,6647058.823529412
Quốc Oai,0,0,3.1,137.0,2023,1,1,0.49999999999999994,0.8660254037844387,1086,0,22627737.226277374
Hoàng Mai,0,0,3.1,65.0,2023,5,2,0.49999999999999994,-0.8660254037844387,974,0,47692307.692307696
Đống Đa,0,0,9.4,105.0,2025,9,3,-1.0,-1.8369701987210297e-16,113,1,89523809.52380952
Hoàng Mai,0,0,8.8,50.0,2023,5,2,0.49999999999999994,-0.8660254037844387,974,0,176000000.0
Đông Anh,0,0,20.3,80.0,2025,2,1,0.8660254037844386,0.5000000000000001,319,0,253750000.0
Nam Từ Liêm,0,0,5.6,80.0,2025,10,4,-0.8660254037844386,0.5000000000000001,78,1,70000000.0
Hoàng Mai,0,0,5.9,33.0,2023,11,4,-0.5000000000000004,0.8660254037844384,783,1,178787878.78787878
Hai Bà Trưng,0,0,4.6,72.0,2024,10,4,-0.8660254037844386,0.5000000000000001,452,1,63888888.88888889
Hà Đông,0,0,9.6,55.0,2025,9,3,-1.0,-1.8369701987210297e-16,113,1,174545454.54545453
Hoàng Mai,0,0,16.3,52.0,2023,5,2,0.49999999999999994,-0.8660254037844387,965,0,313461538.46153843
Hoàng Mai,0,0,9.8,71.0,2024,12,4,-2.4492935982947064e-16,1.0,373,1,138028169.01408452
Bắc Từ Liêm,0,0,19.0,146.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,548,1,130136986.30136986
Hoàng Mai,0,0,9.6,45.0,2023,3,1,1.0,6.123233995736766e-17,1012,0,213333333.33333334
Cầu Giấy,0,0,73.9,110.0,2023,9,3,-1.0,-1.8369701987210297e-16,852,1,671818181.8181819
Hoàng Mai,0,0,11.9,42.0,2025,6,2,1.2246467991473532e-16,-1.0,208,0,283333333.3333333
Cầu Giấy,0,0,75.1,110.0,2024,6,2,1.2246467991473532e-16,-1.0,568,0,682727272.7272727
Hoàng Mai,0,0,11.0,42.0,2023,12,4,-2.4492935982947064e-16,1.0,759,1,261904761.9047619
Cầu Giấy,0,0,20.9,40.0,2024,3,1,1.0,6.123233995736766e-17,655,0,522500000.0
Hoàng Mai,0,0,10.3,57.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,139,1,180701754.3859649
Tây Hồ,0,0,22.1,65.0,2025,4,2,0.8660254037844387,-0.4999999999999998,257,0,340000000.0
Hà Đông,0,0,4.5,35.0,2023,11,4,-0.5000000000000004,0.8660254037844384,781,1,128571428.57142857
Cầu Giấy,0,0,18.2,55.0,2023,6,2,1.2246467991473532e-16,-1.0,929,0,330909090.90909094
Hoàn Kiếm,0,0,78.0,136.0,2023,10,4,-0.8660254037844386,0.5000000000000001,798,1,573529411.7647059
Hoàng Mai,0,0,4.1,22.0,2025,10,4,-0.8660254037844386,0.5000000000000001,78,1,186363636.36363634
Nam Từ Liêm,0,0,22.6,77.0,2024,10,4,-0.8660254037844386,0.5000000000000001,442,1,293506493.5064935
Hoài Đức,0,0,3.3,42.0,2024,10,4,-0.8660254037844386,0.5000000000000001,429,1,78571428.57142857
Cầu Giấy,0,0,26.6,63.0,2024,2,1,0.8660254037844386,0.5000000000000001,685,0,422222222.2222222
Sơn Tây,0,0,5.7,250.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,495,1,22800000.0
Thanh Xuân,0,0,8.5,48.0,2023,6,2,1.2246467991473532e-16,-1.0,930,0,177083333.33333334
Hà Đông,0,0,3.9,34.0,2024,9,3,-1.0,-1.8369701987210297e-16,482,1,114705882.35294117
Chương Mỹ,0,0,3.8,42.0,2025,5,2,0.49999999999999994,-0.8660254037844387,238,0,90476190.47619048
Hai Bà Trưng,0,0,3.2,50.0,2023,10,4,-0.8660254037844386,0.5000000000000001,801,1,64000000.0
Hà Đông,0,0,15.0,70.0,2023,3,1,1.0,6.123233995736766e-17,1030,0,214285714.2857143
Tây Hồ,0,0,69.2,300.0,2023,5,2,0.49999999999999994,-0.8660254037844387,947,0,230666666.66666666
Hoàng Mai,0,0,3.3,55.0,2025,3,1,1.0,6.123233995736766e-17,284,0,60000000.0
Đống Đa,0,0,5.8,32.0,2023,9,3,-1.0,-1.8369701987210297e-16,844,1,181250000.0
Long Biên,0,0,14.5,70.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,517,1,207142857.14285713
Quốc Oai,0,0,3.7,42.0,2025,3,1,1.0,6.123233995736766e-17,288,0,88095238.09523809
Cầu Giấy,0,0,29.4,85.0,2023,6,2,1.2246467991473532e-16,-1.0,934,0,345882352.9411765
Nam Từ Liêm,0,0,8.4,95.0,2024,4,2,0.8660254037844387,-0.4999999999999998,624,0,88421052.63157895
Tây Hồ,0,0,33.7,100.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,534,1,337000000.00000006
Đống Đa,0,0,13.6,114.0,2024,9,3,-1.0,-1.8369701987210297e-16,478,1,119298245.61403508
Nam Từ Liêm,0,0,4.3,84.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,872,1,51190476.190476194
Tây Hồ,0,0,18.6,66.0,2025,1,1,0.49999999999999994,0.8660254037844387,345,0,281818181.8181818
Cầu Giấy,0,0,27.6,90.0,2024,9,3,-1.0,-1.8369701987210297e-16,464,1,306666666.6666667
Hà Đông,0,0,5.2,74.0,2025,1,1,0.49999999999999994,0.8660254037844387,334,0,70270270.27027027
Hai Bà Trưng,0,0,9.0,30.0,2024,4,2,0.8660254037844387,-0.4999999999999998,617,0,300000000.0
Hà Đông,0,0,11.3,50.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,905,1,226000000.0
Ba Đình,0,0,31.9,50.0,2024,12,4,-2.4492935982947064e-16,1.0,376,1,638000000.0
Đống Đa,0,0,15.2,114.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,493,1,133333333.33333333
Hà Đông,0,0,4.4,30.0,2024,12,4,-2.4492935982947064e-16,1.0,395,1,146666666.66666666
Cầu Giấy,0,0,32.6,68.0,2023,12,4,-2.4492935982947064e-16,1.0,732,1,479411764.7058824
Hà Đông,0,0,13.2,40.0,2025,10,4,-0.8660254037844386,0.5000000000000001,89,1,330000000.0
Hà Đông,0,0,3.8,62.0,2024,10,4,-0.8660254037844386,0.5000000000000001,437,1,61290322.58064516
Hoàn Kiếm,0,0,28.7,90.0,2023,5,2,0.49999999999999994,-0.8660254037844387,966,0,318888888.8888889
Chương Mỹ,0,0,2.4,30.0,2024,6,2,1.2246467991473532e-16,-1.0,573,0,80000000.0
Hai Bà Trưng,0,0,1.111,30.0,2025,4,2,0.8660254037844387,-0.4999999999999998,247,0,37033333.333333336
Ba Đình,0,0,8.1,38.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,524,1,213157894.7368421
Hà Đông,0,0,10.6,60.0,2025,9,3,-1.0,-1.8369701987210297e-16,100,1,176666666.66666666
Hà Đông,0,0,11.1,50.0,2025,9,3,-1.0,-1.8369701987210297e-16,97,1,222000000.0
Long Biên,0,0,7.9,45.0,2025,9,3,-1.0,-1.8369701987210297e-16,99,1,175555555.55555555
Hoàng Mai,0,0,0.825,25.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,135,1,33000000.0
Hà Đông,0,0,9.0,50.0,2023,5,2,0.49999999999999994,-0.8660254037844387,962,0,180000000.0
Long Biên,0,0,8.4,45.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,129,1,186666666.66666666
Hoàng Mai,0,0,0.69,25.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,865,1,27600000.0
Hai Bà Trưng,0,0,70.2,110.0,2023,10,4,-0.8660254037844386,0.5000000000000001,809,1,638181818.1818181
Hoàng Mai,0,0,3.3,60.0,2023,10,4,-0.8660254037844386,0.5000000000000001,799,1,55000000.0
Tây Hồ,0,0,7.0,40.0,2023,12,4,-2.4492935982947064e-16,1.0,745,1,175000000.0
Cầu Giấy,0,0,7.0,105.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,909,1,66666666.666666664
Cầu Giấy,0,0,5.3,83.0,2023,11,4,-0.5000000000000004,0.8660254037844384,763,1,63855421.686746985
Hoàng Mai,0,0,3.3,53.0,2024,10,4,-0.8660254037844386,0.5000000000000001,449,1,62264150.943396226
Cầu Giấy,0,0,7.9,79.0,2024,1,1,0.49999999999999994,0.8660254037844387,720,0,100000000.0
Đống Đa,0,0,9.9,130.0,2025,4,2,0.8660254037844387,-0.4999999999999998,260,0,76153846.15384616
Hoàng Mai,0,0,4.8,75.0,2025,9,3,-1.0,-1.8369701987210297e-16,102,1,64000000.0
Thanh Xuân,0,0,7.6,110.0,2025,4,2,0.8660254037844387,-0.4999999999999998,247,0,69090909.0909091
Tây Hồ,0,0,93.3,118.0,2023,12,4,-2.4492935982947064e-16,1.0,737,1,790677966.101695
Ba Đình,0,0,2.1,36.0,2025,4,2,0.8660254037844387,-0.4999999999999998,262,0,58333333.333333336
Hoàng Mai,0,0,5.6,99.0,2023,10,4,-0.8660254037844386,0.5000000000000001,803,1,56565656.565656565
Cầu Giấy,0,0,20.2,55.0,2023,4,2,0.8660254037844387,-0.4999999999999998,993,0,367272727.27272725
